ProductID,Product Name ,Year ,Fe,Al,Cu,Other_metals,Plastics,PCB,LCD_module_CCFL,LCD_module_LED,CRT_Glass,Li_battery,Others
5,Desktop CPU,1996,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,1997,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,1998,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,1999,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2000,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2001,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2002,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2003,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2004,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2005,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2006,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2007,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2008,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2009,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2010,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2011,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2012,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2013,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2014,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2015,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2016,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2017,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
5,Desktop CPU,2018,0.54,0.1,0.04,0.01,0.19,0.1,0,,,,0.02
6,Digital camcorders,1985,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1986,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1987,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1988,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1989,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1990,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1991,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1992,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1993,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1994,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1995,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1996,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1997,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1998,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,1999,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2000,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2001,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2002,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2003,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2004,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2005,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2006,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2007,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2008,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2009,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2010,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
